country_iso3,year,season_precip_total_mm,season_temp_mean_c,precip_m02_mm,temp_m02_c,precip_m03_mm,temp_m03_c,precip_m04_mm,temp_m04_c,precip_m05_mm,temp_m05_c,precip_m06_mm,temp_m06_c
IND,2006,149.4,28.91,3.8,21.08,44.9,21.75,0.9,29.45,21.7,36.58,78.2,35.15
IND,2007,272.2,27.66,102.1,15.75,45.4,20.03,5.6,30.25,16.6,34.88,102.6,36.64
IND,2008,319.9,27.1,5.5,14.84,0.1,25.46,38.0,27.93,67.1,33.39,209.3,33.3
IND,2009,123.1,27.95,23.4,16.85,35.1,22.51,26.1,27.85,14.6,34.88,23.9,36.85
IND,2010,86.9,29.62,11.6,16.98,2.0,26.05,0.9,32.34,6.0,35.79,66.4,35.98
IND,2011,192.5,27.49,28.2,15.64,7.0,22.67,21.8,27.59,15.1,35.82,120.4,34.86
IND,2012,56.1,27.24,4.1,13.74,3.4,21.63,34.6,28.27,2.2,34.04,11.7,38.03
IND,2013,210.7,27.51,79.8,15.4,14.9,21.78,6.0,28.51,4.1,35.16,105.8,35.83
IND,2014,175.5,26.7,20.6,14.76,39.3,20.5,46.6,26.67,26.5,32.7,42.5,38.07
IND,2015,316.3,26.45,49.1,16.46,115.1,19.56,40.0,26.98,21.1,33.53,90.9,35.07
IND,2016,206.6,28.41,7.5,16.73,43.8,23.1,4.0,30.13,58.1,35.08,93.3,36.55
IND,2017,235.7,27.73,7.2,16.69,32.0,21.51,24.0,30.04,27.5,35.01,144.9,34.62
IND,2018,223.1,28.1,23.4,16.77,7.4,23.56,19.3,29.47,10.0,34.57,163.0,35.33
IND,2019,198.5,26.48,82.5,13.82,15.4,19.32,26.7,28.81,28.5,32.77,45.5,36.85
IND,2020,253.8,25.15,11.5,14.87,100.4,18.89,25.3,25.58,60.7,31.77,55.9,34.31
IND,2021,160.3,27.46,6.7,17.69,9.7,24.26,30.5,27.24,35.1,32.73,78.3,34.67
IND,2022,142.3,28.23,39.6,14.35,2.3,23.67,0.4,31.59,35.6,34.74,64.4,35.84
IND,2023,301.3,26.01,1.2,17.72,66.0,22.15,35.8,26.3,81.5,30.11,116.9,33.2
USA,2001,415.6,13.55,86.5,0.32,50.5,5.63,39.9,16.28,130.9,19.87,107.9,24.82
USA,2002,372.5,13.44,20.0,2.19,14.2,5.75,75.3,14.92,120.0,18.47,143.0,25.21
USA,2003,436.7,12.74,45.4,0.66,95.6,6.82,106.7,14.02,108.5,18.64,80.6,22.78
USA,2004,475.8,13.73,35.9,1.2,112.1,9.6,95.3,13.54,63.9,20.92,168.6,22.85
USA,2005,387.9,14.33,42.2,4.65,42.0,7.7,36.3,14.02,72.7,19.62,194.8,25.03
USA,2006,329.0,15.16,0.4,2.0,53.6,9.0,69.4,17.8,113.4,20.49,92.2,25.64
USA,2007,669.5,13.83,16.1,1.21,151.0,12.59,78.5,11.33,194.0,19.98,229.9,23.06
USA,2008,569.0,12.7,54.5,0.63,55.0,6.94,70.1,11.92,210.2,19.33,179.2,24.23
USA,2009,472.6,13.59,15.9,4.42,77.1,7.46,176.5,12.47,76.0,17.9,127.1,25.15
USA,2010,402.3,13.78,25.4,-0.48,45.0,7.56,46.2,15.74,150.4,18.85,135.3,26.3
USA,2011,207.2,14.79,29.4,0.69,30.5,8.11,31.4,15.07,60.9,19.94,55.1,29.28
USA,2012,377.5,16.76,82.5,3.87,74.5,13.91,98.3,16.87,50.6,22.46,71.6,26.18
USA,2013,368.7,13.02,51.5,2.41,36.1,6.22,80.8,11.01,123.7,19.05,76.5,25.7
USA,2014,335.8,13.03,13.7,-0.75,18.5,5.11,19.1,13.79,62.9,21.27,221.5,24.79
USA,2015,443.3,13.91,10.2,-0.34,11.1,9.43,97.1,15.55,244.5,18.13,80.5,25.84
USA,2016,374.7,15.34,12.1,5.71,28.6,10.94,125.7,15.0,138.3,18.21,70.0,26.56
USA,2017,446.5,14.97,19.6,6.8,77.6,10.37,141.7,13.91,125.9,18.4,81.7,24.88
USA,2018,358.1,14.66,18.4,1.47,35.5,9.01,43.2,10.58,130.3,24.01,130.8,27.21
USA,2019,655.3,12.46,25.7,-0.25,58.1,5.98,79.3,14.31,354.9,18.21,137.3,23.21
USA,2020,329.9,13.79,48.6,2.26,71.5,9.72,38.1,12.66,99.5,17.7,72.2,26.25
USA,2021,361.4,12.76,8.3,-2.75,117.3,9.59,22.7,12.49,116.9,17.84,96.2,25.53
USA,2022,431.1,14.3,17.3,1.26,72.9,8.06,19.1,14.68,211.0,20.57,110.8,26.07
USA,2023,307.4,14.36,25.9,3.68,3.3,7.54,34.7,14.43,81.1,20.69,162.3,24.77
CAN,2001,146.7,3.44,10.4,-15.58,12.7,-2.76,28.7,5.12,48.7,12.81,46.2,16.24
CAN,2002,227.0,2.31,13.9,-5.48,26.5,-10.78,28.0,1.32,35.0,9.01,123.6,17.18
CAN,2003,166.5,2.93,18.3,-14.79,16.2,-6.87,57.4,5.84,35.5,12.34,39.1,16.95
CAN,2004,262.8,3.34,18.6,-10.2,31.8,-1.52,16.4,5.31,114.0,8.44,81.9,14.24
CAN,2005,324.6,4.21,27.3,-9.67,53.2,-3.19,42.5,6.96,77.1,9.97,124.5,16.1
CAN,2006,341.7,4.8,15.1,-10.15,22.5,-4.12,104.9,8.03,60.8,12.46,138.4,16.84
CAN,2007,252.0,3.8,20.6,-15.27,28.7,-0.61,35.2,4.52,96.4,12.23,71.1,16.73
CAN,2008,165.3,3.21,17.3,-13.35,9.1,-2.88,25.1,4.47,31.4,11.43,82.5,15.78
CAN,2009,102.2,3.04,11.1,-12.46,6.1,-5.0,34.9,4.02,20.8,10.75,29.4,16.84
CAN,2010,245.9,5.03,4.1,-12.2,3.0,1.1,41.3,7.44,99.0,10.46,98.6,17.18
CAN,2011,261.7,2.56,12.3,-12.61,15.6,-6.52,19.4,4.32,73.4,10.38,140.9,16.25
CAN,2012,229.8,6.47,8.2,-6.96,13.7,3.39,52.0,5.96,79.5,11.73,76.4,17.68
CAN,2013,173.6,3.46,14.8,-8.82,20.0,-6.6,22.8,1.58,36.3,13.3,79.8,17.06
CAN,2014,274.0,1.46,11.2,-17.11,14.3,-6.95,53.0,3.29,49.0,11.57,146.5,15.19
CAN,2015,86.4,4.56,21.2,-14.97,15.7,-0.5,15.6,6.17,17.5,11.73,16.5,19.0
CAN,2016,177.5,7.17,11.7,-4.77,21.9,0.83,26.2,5.61,52.9,14.67,64.8,19.09
CAN,2017,103.5,5.59,10.4,-6.93,13.5,-2.4,24.6,5.43,21.6,13.41,33.5,17.63
CAN,2018,152.6,3.94,8.5,-15.41,33.3,-4.28,17.0,2.44,34.0,16.13,59.8,19.4
CAN,2019,127.4,2.15,16.8,-20.16,3.4,-4.64,33.1,5.6,18.7,10.68,55.4,17.72
CAN,2020,140.3,4.69,5.3,-7.83,9.5,-1.83,12.6,2.3,18.4,12.52,94.5,17.85
CAN,2021,178.9,4.92,6.5,-15.02,15.1,1.42,24.2,4.93,57.1,11.56,76.1,20.28
CAN,2022,190.9,2.89,22.2,-14.03,17.1,-3.67,22.2,1.77,71.0,11.75,58.3,17.42
CAN,2023,116.9,4.96,8.2,-9.83,8.2,-6.97,38.0,3.21,22.8,15.79,39.7,21.64
AUS,2001,75.9,18.19,22.4,23.43,0.4,21.75,5.4,19.91,41.0,14.9,6.7,11.32
AUS,2002,77.0,18.75,1.7,23.99,1.8,23.89,33.5,18.91,9.9,15.7,30.0,11.56
AUS,2003,200.3,19.04,39.6,26.3,23.9,24.22,33.8,19.24,61.7,15.29,41.4,10.57
AUS,2004,148.2,18.75,20.6,27.47,8.6,21.73,16.8,19.22,56.8,13.44,45.5,12.24
AUS,2005,195.9,19.26,1.3,26.4,46.2,25.11,10.6,18.27,70.7,16.42,67.1,10.47
AUS,2006,124.8,17.15,44.5,24.32,19.9,22.28,27.7,15.86,19.8,13.71,12.9,9.99
AUS,2007,68.1,18.52,2.3,27.1,1.2,22.93,23.5,18.82,19.7,13.22,21.6,11.11
AUS,2008,147.8,18.56,35.7,24.89,19.1,24.05,39.1,17.12,20.5,15.34,33.5,11.54
AUS,2009,118.2,18.54,16.0,25.83,15.2,21.93,14.0,19.61,22.8,14.69,50.1,11.14
AUS,2010,88.1,18.99,5.7,27.09,25.0,23.98,1.2,19.4,34.6,14.0,21.6,10.98
AUS,2011,123.4,19.22,32.6,26.07,2.4,24.09,12.6,19.59,38.1,14.84,37.7,11.96
AUS,2012,114.3,18.75,24.8,25.59,11.9,22.38,4.7,19.48,18.1,14.83,54.7,11.72
AUS,2013,115.8,18.75,8.7,26.88,44.4,21.21,11.6,21.35,40.9,14.2,10.2,10.72
AUS,2014,134.2,18.83,9.2,26.06,8.5,24.04,42.0,19.49,51.9,14.33,22.5,10.67
AUS,2015,149.7,18.48,9.7,28.41,60.5,22.04,23.8,17.22,16.8,13.05,38.9,12.37
AUS,2016,196.0,17.89,6.1,25.4,68.6,23.39,48.0,18.29,36.8,12.49,36.4,10.14
AUS,2017,110.2,18.16,54.6,23.39,18.9,22.07,7.9,18.92,18.7,14.37,10.0,12.42
AUS,2018,84.4,19.09,13.3,25.51,8.4,24.34,4.0,19.4,17.8,15.05,40.9,11.55
AUS,2019,128.2,18.78,1.7,26.68,12.6,24.55,21.0,18.57,6.6,13.39,86.4,11.21
AUS,2020,225.3,19.06,52.1,27.02,25.2,22.23,3.7,19.94,66.9,13.76,77.4,12.68
AUS,2021,204.6,18.51,26.8,23.84,34.3,23.54,27.0,20.45,70.4,14.78,46.1,10.28
AUS,2022,158.8,18.93,4.8,27.61,13.9,23.63,32.3,17.74,55.5,14.48,52.3,11.75
AUS,2023,155.5,18.04,2.0,26.59,26.9,23.74,27.0,16.36,20.4,14.61,79.1,9.4
ARG,2001,647.5,16.56,224.9,23.98,269.8,20.65,81.6,15.82,49.7,12.28,21.5,10.58
ARG,2002,565.5,15.92,51.4,22.33,325.4,20.63,78.8,15.18,105.8,14.02,4.1,7.78
ARG,2003,528.7,16.18,175.8,22.01,137.4,20.6,144.7,15.37,54.1,12.52,16.7,10.79
ARG,2004,329.5,17.01,31.2,22.7,55.3,23.29,145.5,17.43,88.1,11.03,9.4,10.77
ARG,2005,334.2,16.5,53.2,23.08,191.5,19.91,65.2,15.05,6.9,12.88,17.4,12.01
ARG,2006,420.8,16.41,103.2,23.88,80.7,19.29,175.7,16.92,11.2,11.72,50.0,10.79
ARG,2007,673.3,15.27,198.0,23.28,345.3,19.76,67.1,16.62,46.3,10.04,16.7,7.23
ARG,2008,292.5,16.44,125.1,23.84,133.2,20.12,13.4,16.46,1.0,13.19,19.9,8.84
ARG,2009,308.8,17.79,127.7,23.94,74.1,23.42,79.3,18.05,23.9,14.71,3.8,9.15
ARG,2010,543.0,16.1,282.2,22.15,82.3,21.12,59.7,14.88,87.5,13.05,31.3,9.64
ARG,2011,470.5,15.81,162.0,21.74,96.9,19.98,115.1,16.54,62.6,12.39,33.9,8.77
ARG,2012,500.6,16.62,219.6,23.16,130.7,19.96,33.7,16.73,108.3,14.44,8.3,8.97
ARG,2013,494.4,15.6,133.8,22.58,167.0,17.85,56.8,16.64,122.1,12.1,14.7,9.35
ARG,2014,649.5,15.45,224.1,21.54,128.1,18.25,156.7,15.94,92.5,12.79,48.1,9.11
ARG,2015,391.3,17.55,48.1,22.79,102.0,21.04,82.0,18.89,141.2,14.63,18.0,10.74
ARG,2016,552.2,15.77,235.9,24.34,31.4,19.94,208.5,15.8,19.4,11.27,57.0,7.82
ARG,2017,589.9,16.77,98.6,23.43,109.1,20.57,281.7,15.52,85.7,13.4,14.9,11.38
ARG,2018,533.8,17.66,44.8,24.95,51.8,21.28,265.4,19.84,159.2,14.29,12.7,8.4
ARG,2019,379.9,16.29,100.1,21.99,107.0,18.79,72.1,16.72,51.4,13.01,49.2,11.37
ARG,2020,417.4,16.99,67.3,23.4,223.3,22.78,94.2,16.43,1.6,12.37,31.0,10.12
ARG,2021,306.1,16.89,36.4,22.94,85.5,21.72,103.7,18.75,75.3,11.78,5.0,9.65
ARG,2022,310.3,15.28,112.2,22.72,121.5,18.86,55.7,16.19,19.9,11.29,1.0,7.85
ARG,2023,247.4,18.99,16.7,25.6,65.9,26.47,44.9,17.62,119.6,14.51,0.3,11.1
EGY,2001,12.6,21.21,6.6,14.18,3.9,18.89,0.8,20.87,1.4,24.52,0.0,27.11
EGY,2002,34.2,20.58,27.4,14.53,1.6,16.86,3.0,19.77,2.2,24.14,0.0,27.2
EGY,2003,31.6,20.39,16.4,13.04,14.6,14.87,0.7,19.86,0.0,25.66,0.0,28.01
EGY,2004,27.4,20.44,24.1,14.24,2.2,16.97,0.3,20.18,0.8,23.84,0.0,26.76
EGY,2005,16.2,20.34,5.5,14.03,6.5,16.89,4.2,20.06,0.0,23.65,0.0,26.67
EGY,2006,30.4,20.54,8.9,14.21,12.8,16.87,8.6,20.55,0.0,23.43,0.0,27.25
EGY,2007,31.2,20.65,16.8,14.27,3.8,16.61,5.7,19.37,4.8,24.63,0.0,27.93
EGY,2008,17.3,21.39,16.2,13.26,0.8,18.94,0.2,21.46,0.0,24.3,0.0,28.69
EGY,2009,34.3,20.63,30.0,14.71,2.9,15.59,1.2,20.29,0.1,23.41,0.0,28.85
EGY,2010,7.9,21.92,7.1,16.55,0.6,18.34,0.2,21.38,0.0,24.8,0.0,28.19
EGY,2011,29.5,20.28,6.9,14.76,5.5,16.44,17.0,19.74,0.1,23.45,0.0,26.65
EGY,2012,25.1,20.52,14.5,12.91,9.9,15.0,0.1,20.96,0.6,25.18,0.0,28.31
EGY,2013,12.8,21.47,3.8,14.68,0.0,18.32,0.2,20.26,8.8,25.93,0.0,27.68
EGY,2014,36.1,21.19,25.2,14.71,6.0,17.26,0.7,21.2,4.2,24.72,0.0,27.66
EGY,2015,75.9,20.0,22.4,13.33,4.3,16.98,47.4,18.78,1.7,24.1,0.0,26.31
EGY,2016,12.6,22.09,4.3,15.78,6.2,17.52,2.0,22.94,0.0,24.62,0.0,29.43
EGY,2017,99.4,20.47,8.4,13.31,0.4,16.57,80.3,19.4,0.1,24.41,10.4,28.2
EGY,2018,14.2,22.25,10.9,15.47,1.1,19.0,2.1,21.87,0.0,26.08,0.0,28.35
EGY,2019,37.2,20.66,10.6,13.41,22.9,15.78,3.6,19.16,0.0,25.88,0.0,28.58
EGY,2020,198.4,19.82,23.5,13.83,72.0,16.09,102.9,18.82,0.1,23.17,0.1,27.02
EGY,2021,219.2,20.66,45.5,14.77,172.6,15.66,1.1,19.21,0.0,25.95,0.0,27.3
EGY,2022,75.8,19.93,13.6,12.78,62.2,13.45,0.0,20.29,0.0,24.29,0.0,28.44
EGY,2023,82.1,20.85,45.2,13.3,18.7,17.59,14.7,20.48,0.6,24.36,2.9,28.02
MAR,2001,43.2,18.2,8.3,12.31,24.2,16.23,1.9,17.19,7.8,19.73,1.0,25.15
MAR,2002,150.5,17.28,7.3,13.76,68.0,15.49,67.8,16.17,7.1,18.21,0.2,22.58
MAR,2003,170.9,17.64,30.5,10.87,59.3,15.89,55.9,15.98,10.4,20.89,14.7,24.06
MAR,2004,189.9,17.1,43.5,12.91,55.9,13.77,44.9,15.98,44.3,17.2,1.3,25.61
MAR,2005,76.1,17.99,39.5,9.52,20.2,15.54,0.2,16.89,1.0,21.1,15.2,26.33
MAR,2006,138.9,17.04,73.1,10.68,29.3,14.0,15.3,16.93,16.0,20.44,5.2,22.69
MAR,2007,130.6,16.65,35.7,13.11,18.6,13.95,69.7,15.01,6.6,18.94,0.0,22.05
MAR,2008,93.2,17.61,40.2,14.15,10.2,14.35,29.3,17.9,13.5,17.82,0.0,23.83
MAR,2009,223.8,17.24,117.8,12.24,85.3,15.36,5.2,14.37,2.2,19.63,13.3,24.23
MAR,2010,236.0,17.17,114.5,13.66,82.9,14.47,23.0,17.47,11.9,18.61,3.8,21.47
MAR,2011,287.1,17.56,37.8,11.04,49.1,13.11,76.1,18.0,118.3,20.68,5.7,24.59
MAR,2012,96.3,16.96,7.8,9.29,12.0,15.4,72.9,14.09,1.3,21.38,2.2,24.31
MAR,2013,191.1,16.44,17.2,10.92,102.5,14.08,49.3,16.73,21.9,17.78,0.2,22.37
MAR,2014,112.1,17.55,33.6,11.12,33.3,13.99,37.8,18.12,6.0,21.34,1.5,22.74
MAR,2015,124.9,17.19,21.9,9.58,82.4,13.61,1.4,16.85,16.9,21.6,2.3,23.76
MAR,2016,209.4,16.5,68.7,12.23,57.1,12.43,10.2,15.75,71.4,19.06,2.0,22.94
MAR,2017,104.0,18.83,76.8,12.24,14.6,14.34,5.0,19.22,5.6,21.52,1.9,26.47
MAR,2018,326.4,14.94,80.4,9.92,135.7,13.14,80.2,14.86,29.6,16.42,0.4,20.01
MAR,2019,90.7,17.6,25.8,12.68,34.6,15.63,26.6,15.76,3.1,21.85,0.7,21.69
MAR,2020,157.1,18.03,1.0,15.19,78.5,14.73,26.2,16.66,45.6,21.49,5.7,21.98
MAR,2021,626.3,16.41,80.7,12.87,313.2,13.86,12.4,16.19,218.1,18.82,1.8,20.1
MAR,2022,138.3,18.15,9.7,15.18,79.0,13.42,38.0,15.83,9.1,22.22,2.5,23.91
MAR,2023,84.6,19.18,47.4,12.45,3.5,17.04,14.2,20.44,14.9,20.22,4.6,25.36
KGZ,2001,116.5,15.68,22.6,3.48,26.5,9.83,40.8,13.91,20.0,23.17,6.6,27.16
KGZ,2002,265.8,13.66,24.4,4.31,74.1,9.41,119.5,12.26,17.7,17.55,30.2,24.15
KGZ,2003,282.0,12.13,39.4,3.35,47.9,6.77,78.2,9.89,56.0,17.18,60.4,22.88
KGZ,2004,209.7,14.0,24.0,5.01,54.0,7.32,37.2,13.99,73.8,18.96,20.8,24.47
KGZ,2005,251.9,13.69,29.4,-0.66,63.6,11.0,46.8,13.58,86.8,17.89,25.3,25.63
KGZ,2006,233.9,14.85,30.9,5.64,59.4,9.96,85.1,14.05,36.3,19.6,22.2,24.4
KGZ,2007,195.2,14.77,32.0,4.23,31.3,6.57,55.9,17.0,63.6,19.64,12.4,25.82
KGZ,2008,135.9,15.18,32.2,-0.29,27.5,11.91,24.9,14.04,39.5,22.26,11.8,27.32
KGZ,2009,266.0,13.1,34.5,3.53,43.9,8.93,101.4,12.02,51.1,17.59,35.1,22.78
KGZ,2010,245.7,13.03,52.2,1.2,59.7,8.27,61.6,13.42,40.4,17.9,31.7,23.54
KGZ,2011,240.9,13.51,45.0,1.27,51.1,5.82,35.0,15.27,71.9,19.57,37.9,24.88
KGZ,2012,150.0,13.3,21.3,-1.79,37.9,5.9,18.3,16.6,33.0,20.05,39.6,25.24
KGZ,2013,210.7,13.93,28.7,1.86,31.9,10.52,76.0,13.5,29.4,18.8,44.7,24.11
KGZ,2014,34.9,13.4,0.4,-2.06,0.8,8.24,1.9,12.34,19.9,21.33,12.0,26.03
KGZ,2015,201.9,14.34,33.4,4.39,43.7,5.99,41.6,15.13,57.3,20.44,26.0,25.16
KGZ,2016,294.4,15.15,8.5,5.44,43.9,12.18,72.9,14.54,103.6,18.35,65.5,24.93
KGZ,2017,251.6,13.17,41.1,2.06,19.7,5.82,98.7,11.87,57.1,20.63,34.8,24.72
KGZ,2018,217.0,13.93,27.3,2.38,77.6,10.69,51.8,13.81,36.4,17.77,23.9,24.21
KGZ,2019,214.0,13.98,28.0,2.22,39.7,10.7,89.9,13.9,25.4,18.3,30.9,23.95
KGZ,2020,182.5,14.76,39.9,5.64,15.5,8.31,80.7,14.93,36.5,20.35,9.9,24.27
KGZ,2021,167.5,14.87,28.5,5.2,68.4,7.26,39.5,13.66,22.0,21.41,8.9,26.23
KGZ,2022,246.1,15.21,18.3,3.51,100.6,7.28,39.1,18.21,63.4,20.17,24.7,26.2
KGZ,2023,71.8,15.3,15.8,4.1,14.8,11.22,14.4,13.89,17.5,19.33,9.2,27.2
AZE,2001,111.9,10.86,2.8,1.32,27.0,7.15,26.5,11.23,36.2,13.95,19.4,20.04
AZE,2002,215.2,9.1,9.6,2.83,14.9,5.89,50.1,7.1,106.5,11.55,34.2,17.75
AZE,2003,211.0,7.31,15.0,-1.63,48.6,0.23,41.1,7.18,56.5,14.06,49.8,16.13
AZE,2004,158.7,9.28,19.2,0.81,39.4,4.99,37.8,8.0,38.9,13.4,23.4,18.92
AZE,2005,149.8,9.12,16.7,-1.59,23.8,3.52,19.1,10.59,36.1,14.46,54.1,17.89
AZE,2006,96.2,10.93,14.4,0.71,18.3,5.38,41.9,10.32,19.3,15.05,2.3,22.54
AZE,2007,147.1,8.87,6.2,0.32,33.3,2.45,43.1,6.32,14.5,15.94,50.1,18.72
AZE,2008,143.3,10.18,6.0,-2.08,11.0,8.82,25.5,13.01,50.5,13.01,50.3,17.69
AZE,2009,107.2,9.32,9.8,2.68,15.7,4.29,27.7,6.12,25.2,14.22,28.8,18.86
AZE,2010,222.6,10.01,18.8,1.11,33.3,5.38,54.7,8.13,96.9,13.49,18.9,21.37
AZE,2011,246.0,7.68,34.5,-3.58,24.0,2.55,41.6,7.4,80.4,13.26,65.5,18.0
AZE,2012,136.3,8.86,19.5,-4.09,17.2,0.24,15.8,11.79,46.6,16.0,37.2,19.98
AZE,2013,186.6,10.1,11.1,2.15,22.6,5.33,35.0,9.88,60.5,14.4,57.4,18.21
AZE,2014,143.2,10.41,6.8,-0.71,20.4,4.98,17.4,10.33,47.3,17.06,51.4,19.6
AZE,2015,196.9,9.63,26.7,0.87,41.3,3.1,51.2,8.31,49.5,14.05,28.2,21.31
AZE,2016,209.7,10.3,19.6,2.63,32.0,5.44,34.7,10.24,63.8,14.7,59.7,18.27
AZE,2017,197.4,8.85,19.4,-3.0,23.4,4.46,36.7,8.33,62.1,14.79,55.8,18.82
AZE,2018,220.6,10.56,33.2,1.88,51.7,7.24,35.4,8.59,51.9,15.45,48.5,19.02
AZE,2019,200.9,10.08,25.0,0.96,34.9,3.43,39.1,7.86,51.3,16.12,50.6,21.41
AZE,2020,165.9,10.13,11.6,0.75,21.0,6.08,74.1,7.0,41.0,15.45,18.2,21.0
AZE,2021,181.2,11.04,25.9,2.25,55.5,1.99,15.7,12.55,60.6,16.36,23.5,21.59
AZE,2022,188.5,9.65,4.5,2.03,37.7,0.24,17.1,11.95,81.2,12.96,48.0,20.75
AZE,2023,255.5,10.24,22.1,-1.36,23.1,7.75,31.1,10.72,68.4,14.58,110.7,18.68
GEO,2001,164.8,9.01,6.4,-0.57,9.4,5.38,49.6,9.57,77.9,11.74,21.4,18.31
GEO,2002,275.7,7.52,29.6,-0.11,42.7,3.84,86.9,5.77,38.4,10.97,78.2,16.61
GEO,2003,299.0,5.52,47.9,-4.04,71.8,-2.42,52.3,5.13,68.9,13.09,58.1,15.2
GEO,2004,266.3,7.39,19.5,-1.9,56.3,2.89,70.0,6.48,61.3,11.98,59.3,17.18
GEO,2005,262.6,7.08,27.5,-3.84,28.6,1.25,61.3,8.19,80.2,13.18,64.9,15.87
GEO,2006,279.0,8.46,48.2,-2.29,30.8,3.02,100.6,8.12,81.3,12.68,18.1,20.12
GEO,2007,232.6,7.06,26.6,-2.1,36.4,1.02,92.8,4.24,13.9,14.14,62.9,17.34
GEO,2008,243.7,8.21,13.8,-4.82,10.8,6.81,36.4,11.19,113.4,11.24,69.3,16.16
GEO,2009,235.9,7.75,17.4,1.33,38.1,2.09,25.1,5.1,98.1,12.2,57.2,17.64
GEO,2010,322.6,8.36,18.7,-1.01,66.9,3.13,92.1,6.81,91.1,12.6,53.9,19.66
GEO,2011,382.7,5.8,52.4,-6.31,40.8,0.31,78.5,5.42,140.2,11.9,70.8,16.83
GEO,2012,204.5,7.04,25.6,-7.56,16.5,-2.43,25.2,11.0,80.8,14.68,56.4,19.1
GEO,2013,189.2,8.85,12.2,0.53,42.9,3.13,30.5,8.71,50.4,13.75,53.3,17.61
GEO,2014,132.4,9.35,2.9,-1.39,17.3,3.74,19.0,8.85,49.0,16.16,44.3,18.61
GEO,2015,250.6,8.24,18.9,0.1,41.4,2.15,75.2,6.4,53.8,12.37,61.4,19.72
GEO,2016,222.2,9.07,14.6,1.33,47.3,4.04,32.8,9.29,54.5,13.08,73.0,17.4
GEO,2017,236.0,7.69,11.1,-3.86,20.8,3.45,30.5,7.36,87.3,13.24,86.3,17.43
GEO,2018,231.0,9.42,18.7,0.75,51.2,4.99,40.4,8.13,61.6,14.54,59.2,18.11
GEO,2019,256.4,9.04,16.6,-0.1,27.0,2.55,66.0,7.18,89.1,14.6,57.7,20.37
GEO,2020,250.9,8.73,12.8,-1.05,44.9,5.05,73.8,6.0,90.5,13.75,28.9,19.52
GEO,2021,229.1,9.27,27.6,0.37,43.9,-0.09,42.1,10.81,58.7,15.14,56.9,19.63
GEO,2022,393.9,7.64,5.8,0.45,84.1,-2.67,36.1,9.89,99.4,11.4,168.4,18.87
GEO,2023,347.5,8.8,26.2,-3.09,44.2,6.33,55.5,8.99,57.3,13.41,164.2,17.5
FRA,2001,248.9,9.7,37.0,4.02,106.7,7.06,56.0,7.69,23.6,13.81,25.7,15.48
FRA,2002,241.4,10.32,61.7,6.11,55.0,7.31,10.8,9.29,52.9,12.29,61.1,16.37
FRA,2003,166.7,10.35,24.6,1.89,10.5,7.75,26.4,9.41,51.5,12.94,53.7,19.18
FRA,2004,145.3,9.6,9.2,3.57,30.7,5.31,50.1,9.37,36.0,12.4,19.2,17.2
FRA,2005,266.2,9.81,27.8,1.91,44.3,6.04,58.1,9.77,72.8,13.01,63.3,17.82
FRA,2006,257.9,9.33,51.6,1.66,87.8,4.64,24.5,8.97,60.1,13.34,33.9,17.55
FRA,2007,315.0,11.22,73.6,6.48,53.1,6.43,19.2,12.82,73.4,13.73,95.8,16.39
FRA,2008,283.7,9.83,49.7,4.56,81.4,5.63,58.1,8.05,70.0,14.88,24.5,15.84
FRA,2009,240.0,9.8,39.2,2.45,29.8,5.81,48.0,10.54,63.0,13.47,60.1,16.24
FRA,2010,216.8,9.01,56.7,2.02,49.6,5.13,18.2,9.27,37.1,11.42,55.2,16.77
FRA,2011,152.3,10.9,31.3,4.8,24.4,6.97,12.3,12.33,15.8,13.76,68.4,16.27
FRA,2012,293.2,9.09,12.8,0.07,19.2,8.21,95.3,7.53,65.6,13.67,100.2,15.53
FRA,2013,328.7,7.78,52.0,1.37,56.9,3.2,51.4,8.01,91.4,10.7,77.0,15.24
FRA,2014,308.6,10.48,67.1,5.51,19.3,7.7,60.6,10.57,96.9,12.18,64.6,16.12
FRA,2015,195.0,9.77,45.7,2.43,32.1,6.4,44.1,10.38,56.2,12.54,16.8,16.62
FRA,2016,415.5,9.41,62.9,4.52,87.5,5.21,54.0,8.13,131.6,13.01,79.6,16.03
FRA,2017,269.6,11.33,41.4,5.29,72.3,8.82,18.4,9.0,82.2,14.36,55.3,18.79
FRA,2018,342.9,9.95,46.7,0.3,87.1,5.33,68.5,11.43,60.1,14.31,80.5,17.74
FRA,2019,242.3,10.48,33.0,5.0,57.2,7.91,27.2,9.64,67.7,11.94,57.2,17.59
FRA,2020,269.1,11.23,91.4,7.01,59.7,6.67,34.0,12.5,43.1,13.67,40.9,16.24
FRA,2021,314.0,9.57,42.9,4.57,25.8,6.43,29.2,7.53,90.2,11.24,125.8,17.78
FRA,2022,208.1,11.56,27.9,5.71,28.9,7.97,45.2,9.97,22.6,15.25,83.5,18.5
FRA,2023,213.2,11.19,4.4,4.67,65.1,7.66,57.9,9.29,48.3,13.89,37.5,20.03
DEU,2001,247.5,8.48,35.8,1.27,77.2,2.84,40.0,7.81,37.0,14.6,57.5,15.38
DEU,2002,259.6,10.12,55.3,4.46,27.2,5.11,46.7,7.96,63.1,14.97,67.2,17.74
DEU,2003,117.0,8.79,10.8,-3.22,14.9,4.12,25.0,7.98,36.7,14.55,29.6,19.67
