country_iso3,year,ndvi_season_mean,ndvi_season_max,evi_season_mean,ndvi_m02,evi_m02,ndvi_m03,evi_m03,ndvi_m04,evi_m04,ndvi_m05,evi_m05,ndvi_m06,evi_m06
UZB,2015,0.17620733613937364,0.2661455804573228,0.11957326871285891,0.13647201605654186,0.08154119578802552,0.17219271431192845,0.10929283724570983,0.20947186775269303,0.1437686049044634,0.19469555402194985,0.13930854581050192,0.1769758717551059,0.12912462593395033
UZB,2016,0.19302745665501123,0.29145827326552926,0.12942316197476136,0.1484275972755771,0.09137733604864309,0.2023839541657914,0.12918376186171696,0.23595394441946124,0.15980308224405954,0.20470348602832195,0.1423363303095512,0.18286092126648515,0.12979745026468223
UZB,2017,0.17420946814822233,0.2762157287820216,0.11729594876922314,0.10933713300342716,0.06271167819538075,0.15925957752089864,0.09974258168659259,0.21975008845295613,0.15151833538495096,0.2024302451308668,0.14274044784738574,0.1887604773265106,0.13513122557085652
UZB,2018,0.15858682498191856,0.24198917956105065,0.10848930685995416,0.10315474584321503,0.06363103506465573,0.1582889087397613,0.10132120736389695,0.19035622776155667,0.13195828437353435,0.18032308108585937,0.12821191615116445,0.16954448362942162,0.1223477054546616
UZB,2019,0.19253194604067886,0.29827750469069814,0.12998856762025157,0.14452768290341422,0.08642681209633477,0.19226570125759218,0.12549361251734417,0.24653100429100425,0.16859411544327432,0.2040637577769816,0.1432023903579023,0.1816552570580919,0.12968808937954562
UZB,2020,0.17761480437998967,0.26046776063123894,0.12059997522715497,0.14194056271853422,0.08572467322953524,0.17187930923748226,0.1140872936624154,0.2073068977280138,0.14180070885744187,0.19711371525335836,0.13793505695029068,0.17593035335539928,0.12670706078628283
UZB,2021,0.15515650196109473,0.2269954568625183,0.10815039695185412,0.12670743902262266,0.08060464194425758,0.14588468638924496,0.09473336159903062,0.1766868331018019,0.12479524345398274,0.17148988417853106,0.12481277076860146,0.16161362710760968,0.11953053216067971
UZB,2022,0.16617083010422906,0.2523389565428274,0.1162367434891784,0.12275446263610464,0.07735998358119427,0.1605055544430551,0.10715678676243734,0.20262539408476665,0.14503978934703315,0.18307966520475003,0.13147216851879795,0.16857414667769108,0.12373784790765696
UZB,2023,0.16212889491415863,0.2394007508155184,0.11248375527973374,0.1394631988862486,0.0865502434890945,0.17760543317478222,0.11954215437552386,0.17780266156416563,0.12657000804499452,0.16421755636107713,0.11725159610889922,0.15764490279475152,0.11579766928025953
TJK,2001,0.12673858773774474,0.2812999136471948,0.07660331509408809,0.037289875967683954,0.013864606990923225,0.08537761017028112,0.04291599263761085,0.14475482676995563,0.08674072757550294,0.18167137798800734,0.11893807602499933,0.1815416525195351,0.11799102476780388
TJK,2002,0.12395445371195146,0.2822706715327247,0.07260124366519183,0.03951354119558878,0.01418808540774969,0.08406160918664987,0.042160678381502906,0.1323733585730469,0.07733269094703957,0.16862899028125525,0.10202524691876393,0.1973824008286659,0.12892918746124998
TJK,2003,0.12133044333753602,0.28477538285635573,0.07186649762714752,0.036112825688305594,0.012177735774705966,0.0668933105227989,0.03246540749376548,0.12252552662685892,0.07084653103116556,0.17427017013970236,0.10831423797798262,0.20460461618427891,0.13394113935243063
TJK,2004,0.13095726635577506,0.2914504533523229,0.07449707517789138,0.05877713846382821,0.023511069588916557,0.08300459573707981,0.04164614032024752,0.13976147418646442,0.07681731112863312,0.17581408699252585,0.1044334865675209,0.1967864211856364,0.1255467972206858
TJK,2005,0.11691590272584786,0.2856107357963017,0.06712048878270419,0.015112341161556781,-0.002595463605728156,0.08108384777059463,0.03805700438126711,0.11531794136302634,0.06432553266837673,0.16758267701845234,0.1042086692985019,0.20038411788022006,0.12769795577639473
TJK,2006,0.12886730401061627,0.2927381369536071,0.07598542547923777,0.04167148706387854,0.013453676234601369,0.0839210714471852,0.039217334165321256,0.12592004884409205,0.07143517863958762,0.18620665831140368,0.11891413482062611,0.20490094210778034,0.13547946147986176
TJK,2007,0.13903344723222646,0.2986622723231692,0.08409857748507135,0.051346771814797715,0.02196469286834978,0.07961450212385199,0.04014665152665861,0.14876892495845576,0.08892875342986588,0.2006381725148213,0.13016905143117585,0.21315095183277247,0.13815159426071702
TJK,2008,0.1178887690136814,0.26899190637672177,0.07160916671413836,0.009111549259529561,-0.0020266891086391176,0.07366680784456538,0.03979459004485928,0.12265318272718309,0.06990390214954574,0.17927539485687177,0.11537465757173944,0.19939401513767982,0.1312072764548765
TJK,2009,0.12505478495409073,0.27491776627550624,0.07293059257876654,0.04583596738275824,0.015346628315651277,0.08345839171321104,0.044618876954038114,0.13510480246046605,0.0767945049832482,0.17473312436015104,0.10818867244564861,0.19048004331967056,0.12282437657203712
TJK,2010,0.13349953348620394,0.3014751023653264,0.07829225691769812,0.04131451666123185,0.01360240135008256,0.08708440065265506,0.04760975998118551,0.1470065626011314,0.08578650789716682,0.18187149030275537,0.11183874852694081,0.21090247416250377,0.1332157188618412
TJK,2011,0.12461827360931248,0.28170938953494595,0.07397906335929884,0.028595230435104788,0.009076686997747632,0.06060516169701998,0.028544754590446836,0.12337894429982489,0.06936316268963218,0.19279684288839277,0.12049187375453878,0.21219745606672746,0.13861183111024628
TJK,2012,0.11916108193278659,0.29318034111207414,0.07202649619640367,0.01335068939176665,-0.0007233830730355397,0.047460694875496916,0.020352703122873083,0.12310395126186417,0.07107487294857309,0.1899266726932142,0.12321999491308203,0.2168691189421276,0.1427414403705703
TJK,2013,0.1396351821386728,0.2978530834325531,0.08474655872254573,0.056176905552235486,0.026150722699350946,0.0954457571658825,0.05140453933355339,0.14821134790669216,0.08806293515753075,0.18523691345443735,0.11715756660483347,0.21135860370225948,0.1396998465960311
TJK,2014,0.12481347644280169,0.291654121406784,0.07474069848737476,0.019320710722611625,0.004058606026106504,0.0678549078788567,0.03432315477589083,0.13043688429825706,0.07561375967200452,0.1850951799440844,0.11648528032308243,0.21739525708120427,0.14063263382872554
TJK,2015,0.13813704341070648,0.2964992924937202,0.08281928294683169,0.0567769656913527,0.024748297521243873,0.0942674473338917,0.0500704056731252,0.14715181665649119,0.08703877809140895,0.1868331611473119,0.1188290378547848,0.2077746705699343,0.13488614034591287
TJK,2016,0.14884684487770186,0.3077738835710414,0.08880381560053598,0.06851377838691952,0.033939223946928124,0.11198915381433862,0.06267139220250388,0.15100237204120875,0.08793031067401413,0.1944240544613358,0.12057433093000074,0.21865494835134175,0.13901551565020429
TJK,2017,0.12606280032041078,0.29883874632789176,0.07491272456722348,0.0251877201517829,0.005269137602014386,0.07342673616257187,0.03554820869317041,0.12068415177216743,0.06762463683522256,0.18910617158403548,0.11984233493934794,0.21869189120362986,0.1439933174741987
TJK,2018,0.13205586336728453,0.27401675549665516,0.07989224726197348,0.04998351500647656,0.023640294377426343,0.0807640077555786,0.04214084222956792,0.14228371049079805,0.08525330126102536,0.18091674305900843,0.11314260174819828,0.20884922555833987,0.13700929770086798
TJK,2019,0.13965989481324503,0.298217695167769,0.08266407839986947,0.05802044207355898,0.024665241110407517,0.08955521333877726,0.05010928014653991,0.15595907484703028,0.09289736572148012,0.19170907144895483,0.11692237053349351,0.20560131522441347,0.13053600630665602
TJK,2020,0.14337323314139486,0.2973970916968489,0.08439881041953166,0.05319348924127364,0.022846543659990632,0.09409802564124163,0.04777299491670446,0.15583410998905972,0.08945270443896564,0.1988103707264996,0.12544714427897485,0.21492945347755185,0.13640490655624973
TJK,2021,0.12654238492106396,0.2819213514306456,0.07617716679194986,0.058963589248817706,0.026763405027143593,0.08124741056846285,0.045374427234984686,0.11176919052328964,0.06317789502496468,0.18148483255412307,0.1146922266318207,0.2022103424173486,0.13307975143193315
TJK,2022,0.1436846850200994,0.29141586310068,0.08847441501903554,0.05494697112886699,0.024352268132197288,0.0892031077321764,0.04882285026100957,0.1575586007693686,0.09928096727798821,0.20237684863851954,0.1312591043953441,0.2113783006486049,0.13611342595408718
TJK,2023,0.13854994314935729,0.2936795429439122,0.0832491962930231,0.06427464944603832,0.027320732570251423,0.11125172099492919,0.06324489989690833,0.1504200049189498,0.09030321075237784,0.17215319538805776,0.10823297003209764,0.19542737067721638,0.12717549757253774
TUR,2001,0.3775939041181649,0.5390015863035575,0.22916675339514234,0.2643104628535647,0.1340140967286394,0.34349281859415814,0.19514306132695391,0.4321039758150374,0.2663481909110081,0.46692487252712894,0.2989163944365844,0.389704735618407,0.2560516168556784
TUR,2002,0.3435334263398924,0.5339705007488281,0.20777727372044058,0.21276571330512856,0.10071807613357188,0.2593507764731852,0.14112717246011727,0.36799439066449013,0.21859001911968637,0.4524758658091879,0.29744082185734355,0.43410923352132824,0.28569492839802607
TUR,2003,0.32606488568423864,0.5307692342096122,0.1992313089830551,0.15867451522855658,0.08325932054343908,0.23241718161447622,0.12387381520932056,0.3605961525299384,0.21210192935594488,0.4545497364566528,0.2955297818347928,0.4280827753146253,0.2824149886890317
TUR,2004,0.3562065491046079,0.5384964352859416,0.2152978747450367,0.20818717765186887,0.10471068226167121,0.2961608898506496,0.1621480634364626,0.37974639010254846,0.2249696840547549,0.463977701912939,0.3001807676362092,0.44046690047495507,0.28781041367038945
TUR,2005,0.34548686602127554,0.5322411753042297,0.20881020508757084,0.20035414838602933,0.09862027569003622,0.2713593553830017,0.14517423945330266,0.371119259327888,0.22268322987264774,0.4536184938654697,0.2924912979233762,0.43528290353201676,0.28648940784647897
TUR,2006,0.354122596685453,0.5463189808168938,0.2161417781270334,0.1808998191808905,0.0898973423151483,0.2958889624741826,0.16459299988600531,0.41244199092216366,0.2519909433300812,0.4718866012309345,0.30678281077098407,0.4151098232020804,0.2698668087185559
TUR,2007,0.34870849479522176,0.5362664563263292,0.21232912045926305,0.2069732199077718,0.10368645153847389,0.29621432073908793,0.1642272159204167,0.3772702057770678,0.22843222876658117,0.4504387128599721,0.2919880999568975,0.4182347844562748,0.2757160941084724
TUR,2008,0.34204741726507687,0.5161008742681191,0.20941685666285323,0.1738089330890979,0.08487068479940373,0.28590148913978364,0.15905766362109014,0.40025457024354344,0.2515904187990893,0.4446733371180335,0.28712333935829243,0.4106290455923136,0.266407087972026
TUR,2009,0.3759193777400099,0.5662822829698627,0.2337788420699809,0.23648530068626686,0.12691090168938263,0.32301979606493303,0.18231616205290269,0.4109877655957495,0.2569849487140988,0.47959840623451905,0.31722668673223725,0.438036961129903,0.2899448883161362
TUR,2010,0.39750129972594134,0.5659238674654553,0.24231117613560668,0.2793087326216294,0.14766973513305362,0.3720616146275029,0.21327687275133209,0.4403659680747334,0.269904743645629,0.4668326919400405,0.30354552462273104,0.4371795679539067,0.2816269639362208
TUR,2011,0.3976765658320391,0.6010177768852818,0.24539772515699296,0.25866178191392725,0.13487519333620968,0.31008390865204416,0.17345162522632504,0.4205370195967698,0.257219864012319,0.5157778056536176,0.3396617729674053,0.48991383725671167,0.32469976646277615
TUR,2012,0.32801024083704483,0.5482617464233474,0.20156470017231276,0.13378083666365342,0.0658908288426875,0.20428130839016012,0.10814915393237082,0.36393781677011827,0.2216915431659342,0.4842624013808862,0.3119943278126862,0.45453535801760897,0.29921272007011557
TUR,2013,0.41358821981297617,0.5879958177301986,0.25416819620511366,0.3051810543611104,0.15613876481050074,0.3644723963988488,0.21290652757395345,0.4627306247678869,0.28956120628191373,0.4985235391683586,0.32716216462765885,0.4450320087248732,0.28925339213736456
TUR,2014,0.393569579395552,0.5545384633975019,0.23609755983769415,0.28070178209609836,0.1417940659033248,0.34747837293571604,0.19370145501070968,0.42515777516201075,0.25873862054396213,0.4774816145096634,0.3041685739462773,0.44442446050909384,0.28638441504987705
TUR,2015,0.4145006185652571,0.606445126531497,0.2535106019778211,0.28835717882167605,0.15072487285638053,0.35237745655476543,0.19907854372843575,0.44729235908873605,0.27283790949370446,0.5124296355804874,0.33708228786861594,0.48110722800358263,0.3130603543800253
TUR,2016,0.40516917499556115,0.5797512204894731,0.24734695634303466,0.2739254274672442,0.13625918970272125,0.35707674972871,0.19948607332737886,0.444880245037744,0.2785486664443957,0.4930819080161404,0.3218825862375526,0.4636657305811625,0.3042262150272262
TUR,2017,0.3698314190083096,0.5744678654684104,0.22453933321967656,0.19276664177576786,0.0948072444229945,0.28847372557155526,0.15269072091046074,0.39831887526722515,0.24090928716826107,0.49329995712293,0.32271547851105353,0.48299992212239934,0.31520533669289014
TUR,2018,0.4335058234375152,0.6040951792614632,0.2647276365396959,0.3081433784031681,0.15990172181494483,0.4077918458718068,0.23248386000690477,0.4778663030974532,0.30500918205492766,0.505123339849746,0.32442609006104084,0.47566745753559053,0.30625770224746
TUR,2019,0.3957649782314372,0.5851642085711053,0.24002935780004347,0.28510450565933787,0.1408249156888383,0.3304944010121539,0.18023302704590305,0.4035458090955786,0.24598893738640126,0.49944231027330066,0.3301223240882717,0.46515754720243074,0.30515718528006497
TUR,2020,0.3940464850562067,0.5849590717865235,0.24030808427593772,0.24961966129002097,0.12459866641194202,0.32368988698890133,0.18019845834170847,0.4316228409172911,0.26071176366040955,0.4974760238618388,0.32697364797361395,0.47179882198427847,0.3112456661812715
TUR,2021,0.38646753997819744,0.5583140095077715,0.2355955499808566,0.28713118958522454,0.149610586895204,0.31267026049953867,0.1770687535579083,0.42849983980495987,0.2595769327083565,0.4722780306593393,0.308891631761477,0.4376734513309675,0.2863133693025189
TUR,2022,0.352298471479919,0.5596135698701398,0.21390845003948267,0.2099960096409396,0.10173151042863543,0.24079796280026527,0.1345605338652356,0.36890331560288075,0.2216688283879843,0.476506613069995,0.30946102705059847,0.46877645119361117,0.3035507316030631
TUR,2023,0.4091597397936275,0.6115150760214572,0.25146249920162783,0.2153284584597645,0.11540669461988712,0.36066846839442024,0.20577879441206656,0.45535257673806245,0.2772830184854433,0.5144848524640706,0.3360853756543596,0.5041944828341702,0.32484581654723477
UKR,2001,0.4725632117470721,0.7710878277050678,0.2713393113536722,0.14994493826046362,0.06926446485627868,0.3688422343172928,0.15772643643309595,0.5240698810804932,0.27968590822204253,0.6785550194664627,0.42842392756412845,0.6482570979613956,0.42483765689875574
UKR,2002,0.5089890223991198,0.7450655114195901,0.2838892198693107,0.3402060055407425,0.13915660916011469,0.3785709457351957,0.1677807961753539,0.5250180156583989,0.28285275185672465,0.655841002235091,0.4157482954610874,0.6531861295774551,0.4172988329152653
UKR,2003,0.3588083516758054,0.7021946917737028,0.20183988940062875,0.04547669962984111,0.025158288263507432,0.16328829700285497,0.06543099384523171,0.37519339055136486,0.1773048000822898,0.5835737244523258,0.34682123399631726,0.6298445328456993,0.3961447116641878
